Date,Crop_Type,Region,Market_Price_Per_Tonne_USD
2020-05-10,Maize,Kisii,77.46
2020-06-26,Sugarcane,Nairobi,104.29
2020-09-27,Beans,Uasin Gishu,69.95
2023-02-12,Tea,Embu,123.5
2023-08-12,Coffee,Kericho,157.02
2016-12-04,Beans,Nakuru,136.23
2021-04-27,Sugarcane,Meru,114.29
2021-07-31,Wheat,Uasin Gishu,108.1
2019-06-14,Wheat,Meru,98.77
2016-09-29,Potatoes,Kiambu,64.6
2022-08-22,Cabbage,Muranga,81.76
2017-10-06,Sugarcane,Nandi,88.77
2023-02-26,Wheat,Muranga,153.35
2016-10-02,Potatoes,Kisii,91.07
2022-10-10,Potatoes,Kericho,110.34
2022-04-13,Potatoes,Nakuru,150.69
2020-02-05,Beans,Meru,102.21
2022-10-27,Potatoes,Embu,70.17
2018-04-20,Maize,Meru,85.72
2016-11-16,Sugarcane,Kericho,85.06
2020-01-26,Maize,Embu,125.77
2015-07-07,Coffee,Embu,75.53
2019-06-08,Wheat,Kisii,127.63
2019-08-15,Cabbage,Kericho,146.71
2017-09-11,Potatoes,Uasin Gishu,80.33
2016-07-01,Tea,Muranga,56.24
2022-08-04,Tea,Kiambu,116.63
2023-02-21,Wheat,Meru,83.3
2018-12-02,Coffee,Uasin Gishu,104.08
2017-05-25,Tea,Kiambu,116.1
2016-09-09,Maize,Nakuru,88.93
2021-09-27,Tomatoes,Nandi,150.96
2018-09-27,Beans,Meru,87.95
2018-05-28,Sorghum,Kisii,76.88
2017-06-21,Tea,Kiambu,146.28
2015-06-12,Cabbage,Embu,56.36
2020-05-28,Potatoes,Uasin Gishu,54.91
2015-09-27,Cabbage,Muranga,152.28
2016-09-23,Sugarcane,Kisii,65.08
2017-06-24,Beans,Meru,57.81
2023-11-28,Maize,Kericho,104.22
2020-07-07,Coffee,Uasin Gishu,45.61
2019-06-30,Beans,Kisii,114.4
2015-07-24,Sorghum,Nandi,94.35
2016-08-04,Tomatoes,Meru,116.85
2019-04-29,Tea,Nakuru,74.07
2017-04-20,Coffee,Muranga,148.66
2020-01-11,Coffee,Nakuru,72.47
2018-06-05,Tea,Kiambu,116.51
2019-09-16,Tea,Kericho,153.41
2019-07-01,Tea,Kiambu,88.1
2022-03-28,Tea,Muranga,59.37
2021-04-16,Tea,Uasin Gishu,48.21
2017-05-24,Coffee,Kiambu,155.56
2019-01-04,Wheat,Kericho,131.64
2021-02-21,Wheat,Nairobi,150.27
2016-11-20,Cabbage,Nairobi,123.86
2020-07-03,Wheat,Kisii,81.09
2023-08-08,Sorghum,Kisii,54.76
2022-05-10,Wheat,Meru,151.52
2018-11-23,Coffee,Kisii,98.75
2020-06-24,Tea,Nandi,87.58
2016-11-02,Potatoes,Kisii,109.34
2023-12-19,Potatoes,Nandi,52.79
2018-03-17,Sorghum,Kisii,77.1
2019-02-04,Sugarcane,Nakuru,116.55
2017-08-01,Coffee,Embu,52.01
2021-02-24,Maize,Nandi,56.23
2018-12-20,Beans,Uasin Gishu,101.27
2021-12-14,Cabbage,Meru,114.81
2017-06-14,Maize,Muranga,62.44
2020-12-29,Coffee,Nandi,43.97
2018-08-29,Wheat,Kiambu,155.0
2015-06-14,Tea,Embu,43.3
2021-06-19,Maize,Nakuru,40.25
2020-08-30,Beans,Nairobi,78.8
2018-01-10,Sugarcane,Nakuru,66.69
2023-10-08,Potatoes,Kisii,108.83
2019-10-20,Sugarcane,Meru,147.31
2023-04-20,Beans,Embu,97.73
2021-06-10,Tea,Kiambu,132.8
2020-04-22,Wheat,Nandi,149.11
2016-01-06,Beans,Nakuru,62.73
2020-02-24,Cabbage,Embu,98.6
2017-05-02,Beans,Nandi,117.05
2016-01-19,Coffee,Meru,79.83
2020-04-15,Wheat,Muranga,128.77
2021-10-28,Tea,Nairobi,124.64
2016-02-29,Potatoes,Meru,90.53
2021-01-17,Potatoes,Kisii,50.55
2023-11-24,Beans,Kericho,41.39
2016-09-20,Coffee,Muranga,84.32
2017-06-13,Maize,Kisii,49.85
2021-12-12,Sugarcane,Nakuru,133.79
2023-05-23,Sugarcane,Muranga,80.12
2021-07-02,Sugarcane,Kisii,119.93
2016-08-20,Maize,Muranga,81.57
2023-05-21,Coffee,Meru,135.51
2021-05-25,Sugarcane,Embu,146.61
2016-08-15,Cabbage,Nairobi,140.5
2019-08-15,Maize,Nairobi,98.14
2016-07-26,Maize,Kisii,50.07
2020-09-06,Tea,Kisii,84.61
2023-03-21,Tea,Muranga,90.93
2020-09-21,Wheat,Nakuru,155.23
2019-09-01,Cabbage,Kisii,107.86
2021-10-06,Cabbage,Muranga,116.9
2015-06-26,Wheat,Uasin Gishu,133.84
2016-06-12,Cabbage,Nairobi,108.18
2019-06-22,Sorghum,Kisii,111.82
2017-08-23,Tomatoes,Meru,69.44
2019-02-26,Sugarcane,Kiambu,47.06
2015-07-17,Tea,Muranga,126.57
2022-04-11,Wheat,Nairobi,141.84
2022-11-29,Wheat,Kisii,89.44
2017-05-02,Cabbage,Embu,105.87
2019-03-18,Maize,Muranga,76.87
2020-08-31,Potatoes,Nakuru,94.03
2023-09-19,Beans,Kisii,65.07
2017-12-16,Beans,Muranga,131.19
2023-08-04,Wheat,Kisii,99.03
2022-11-29,Sugarcane,Kericho,105.66
2015-04-08,Sorghum,Kiambu,44.45
2023-10-21,Sugarcane,Nandi,114.69
2020-03-18,Wheat,Nandi,64.32
2016-03-10,Sugarcane,Kericho,86.01
2016-09-28,Tea,Muranga,89.53
2023-08-24,Sugarcane,Nakuru,93.85
2016-08-10,Cabbage,Kisii,67.29
2015-12-10,Cabbage,Muranga,142.01
2018-08-10,Sorghum,Embu,91.34
2020-06-02,Tea,Nakuru,113.46
2016-07-24,Potatoes,Embu,113.67
2016-09-02,Maize,Kericho,112.84
2019-09-24,Tea,Meru,107.12
2021-04-09,Coffee,Nandi,138.72
2020-01-29,Tomatoes,Nandi,137.51
2022-02-21,Wheat,Kisii,90.06
2017-08-17,Coffee,Kiambu,116.3
2020-09-10,Sorghum,Kericho,52.34
2021-09-04,Coffee,Muranga,50.89
2021-05-13,Cabbage,Kericho,97.59
2016-06-15,Sugarcane,Muranga,148.02
2018-03-23,Maize,Kericho,118.0
2021-08-27,Beans,Meru,120.31
2017-12-27,Wheat,Uasin Gishu,58.92
2020-03-16,Beans,Kiambu,94.4
2017-06-02,Sugarcane,Muranga,88.09
2021-03-11,Cabbage,Kiambu,133.96
2019-08-06,Cabbage,Nakuru,56.54
2021-08-20,Sugarcane,Kericho,104.7
2022-08-23,Wheat,Kisii,149.36
2021-03-10,Beans,Nairobi,147.1
2020-10-27,Tea,Nakuru,142.28
2019-10-16,Cabbage,Embu,85.0
2022-04-29,Beans,Nandi,152.93
2022-04-05,Potatoes,Nairobi,136.64
2017-02-20,Beans,Meru,142.14
2023-05-07,Potatoes,Kericho,151.88
2022-06-20,Potatoes,Uasin Gishu,152.44
2020-10-06,Cabbage,Meru,68.81
2023-06-25,Wheat,Muranga,55.32
2017-05-30,Sorghum,Nairobi,122.9
2016-03-22,Cabbage,Nandi,107.59
2020-10-14,Wheat,Kisii,79.29
2019-11-19,Wheat,Uasin Gishu,122.13
2018-07-01,Coffee,Kiambu,47.44
2020-06-14,Sugarcane,Kericho,45.66
2017-12-03,Sugarcane,Muranga,82.52
2023-09-04,Sugarcane,Kericho,63.26
2019-04-27,Tomatoes,Meru,126.23
2017-10-08,Cabbage,Nairobi,153.76
2021-03-24,Wheat,Meru,119.4
2017-02-12,Coffee,Nairobi,118.57
2022-06-19,Potatoes,Kisii,40.79
2019-12-20,Sorghum,Nandi,101.47
2022-04-02,Sorghum,Kiambu,138.05
2021-08-23,Potatoes,Kisii,118.49
2018-04-16,Beans,Nakuru,67.33
2018-12-21,Beans,Nandi,141.82
2022-07-19,Sugarcane,Kisii,155.73
2015-11-03,Cabbage,Uasin Gishu,73.48
2017-02-17,Tomatoes,Kericho,64.85
2021-12-26,Coffee,Meru,80.62
2021-05-04,Sorghum,Nandi,47.58
2015-01-08,Sugarcane,Uasin Gishu,144.81
2021-12-30,Maize,Meru,151.52
2016-04-20,Sugarcane,Nakuru,116.0
2018-08-13,Maize,Embu,131.72
2021-01-20,Tea,Nandi,120.24
2016-04-29,Wheat,Uasin Gishu,85.28
2023-08-10,Potatoes,Meru,115.85
2022-02-27,Wheat,Meru,140.36
2017-06-23,Sugarcane,Kisii,137.19
2016-07-12,Wheat,Nairobi,49.73
2020-05-21,Coffee,Kisii,95.51
2021-04-04,Tea,Uasin Gishu,87.68
2018-02-01,Tomatoes,Muranga,130.24
2018-05-18,Tea,Kericho,100.17
2022-02-14,Sorghum,Nandi,81.96
2022-11-15,Coffee,Kisii,124.76
2016-04-12,Wheat,Meru,96.83
2021-08-30,Tomatoes,Meru,70.79
2022-09-23,Wheat,Embu,146.85
2017-04-27,Cabbage,Nandi,53.57
2021-08-31,Cabbage,Embu,42.17
2023-01-03,Beans,Kericho,57.27
2015-09-16,Tea,Nakuru,59.64
2015-10-10,Tomatoes,Kisii,104.57
2019-07-08,Cabbage,Kiambu,114.98
2020-03-13,Beans,Uasin Gishu,93.83
2015-02-09,Coffee,Uasin Gishu,64.5
2021-12-08,Tomatoes,Nakuru,55.86
2023-02-24,Beans,Nandi,99.06
2021-03-17,Potatoes,Kisii,107.86
2023-10-06,Tomatoes,Kericho,76.48
2017-10-11,Sugarcane,Nairobi,66.45
2023-05-30,Beans,Embu,49.67
2016-09-04,Wheat,Nakuru,43.15
2023-02-23,Sugarcane,Nairobi,52.69
2020-03-30,Potatoes,Embu,129.05
2016-11-18,Cabbage,Nakuru,81.28
2016-09-04,Maize,Uasin Gishu,43.29
2021-04-26,Beans,Uasin Gishu,100.98
2023-04-26,Coffee,Meru,104.33
2023-04-02,Beans,Embu,91.44
2021-08-10,Maize,Kiambu,53.28
2019-11-17,Potatoes,Kericho,130.6
2019-12-16,Potatoes,Muranga,122.69
2022-02-04,Sugarcane,Nandi,87.37
2022-05-20,Tomatoes,Nandi,85.7
2019-03-28,Coffee,Embu,58.71
2020-04-14,Sugarcane,Nakuru,130.43
2022-11-01,Coffee,Nakuru,111.95
2023-06-15,Coffee,Muranga,50.3
2018-02-26,Maize,Kericho,85.37
2016-07-28,Sugarcane,Kisii,148.43
2023-09-16,Coffee,Kericho,94.28
2020-03-25,Sorghum,Kisii,78.99
2017-10-09,Maize,Muranga,117.25
2016-10-31,Potatoes,Kisii,64.36
2015-09-26,Maize,Kiambu,102.86
2023-11-08,Wheat,Meru,120.34
2018-07-07,Wheat,Kericho,142.59
2017-07-12,Coffee,Kisii,123.1
2018-01-30,Sugarcane,Uasin Gishu,86.13
2019-03-10,Potatoes,Kiambu,132.14
2019-10-25,Maize,Kericho,147.81
2019-05-14,Sugarcane,Kisii,97.33
2015-09-04,Maize,Uasin Gishu,40.54
2019-04-10,Maize,Muranga,145.71
2020-12-18,Sorghum,Muranga,59.85
2021-07-28,Wheat,Embu,55.16
2021-02-21,Maize,Nandi,76.92
2020-04-23,Sorghum,Nairobi,85.6
2017-07-18,Wheat,Uasin Gishu,135.93
2023-05-28,Sorghum,Embu,86.7
2022-05-16,Sugarcane,Kiambu,45.86
2015-08-15,Tomatoes,Kisii,116.32
2022-07-11,Wheat,Kericho,120.55
2015-09-22,Cabbage,Nakuru,137.71
2018-10-27,Tomatoes,Uasin Gishu,87.86
2018-12-28,Sugarcane,Nairobi,50.33
2016-10-07,Maize,Nakuru,106.37
2021-03-08,Potatoes,Meru,54.52
2018-11-19,Sugarcane,Nairobi,42.05
2019-01-13,Sorghum,Embu,133.43
2023-03-10,Sorghum,Nairobi,88.41
2018-10-19,Sorghum,Kisii,103.0
2020-03-14,Sorghum,Kericho,119.54
2021-11-09,Sugarcane,Kiambu,88.12
2022-08-04,Potatoes,Nakuru,46.14
2018-06-03,Beans,Nairobi,70.33
2017-09-08,Sorghum,Kisii,63.32
2018-02-28,Beans,Muranga,157.29
2016-08-10,Potatoes,Nairobi,128.74
2016-04-20,Potatoes,Nairobi,94.19
2019-12-27,Tomatoes,Nandi,47.6
2017-09-12,Wheat,Nakuru,53.9
2021-01-12,Cabbage,Nandi,137.55
2018-05-26,Coffee,Nandi,153.45
2015-07-09,Cabbage,Kericho,43.76
2018-12-11,Sugarcane,Kisii,149.25
2017-09-07,Coffee,Nandi,85.67
2019-08-26,Potatoes,Nairobi,65.64
2019-09-12,Cabbage,Embu,52.27
2022-02-06,Tea,Embu,132.61
2015-02-10,Wheat,Muranga,96.27
2021-06-12,Cabbage,Embu,139.89
2017-07-31,Wheat,Muranga,67.14
2015-12-04,Beans,Embu,121.43
2018-08-30,Sugarcane,Meru,54.17
2018-01-03,Wheat,Muranga,50.77
2023-03-20,Beans,Uasin Gishu,56.01
2021-05-15,Sorghum,Nakuru,137.07
2023-11-22,Beans,Nakuru,118.67
2017-06-14,Sugarcane,Nakuru,59.92
2021-05-09,Tomatoes,Kisii,86.17
2022-11-24,Sorghum,Kericho,131.64
2022-04-21,Potatoes,Kiambu,74.28
2019-08-02,Maize,Kericho,150.55
2022-12-19,Beans,Muranga,149.75
2017-07-19,Beans,Kericho,106.35
2015-10-16,Wheat,Embu,115.84
2016-12-24,Potatoes,Muranga,118.39
2023-01-19,Cabbage,Kericho,71.02
2021-05-08,Tea,Kericho,83.84
2020-05-07,Coffee,Nandi,56.31
2017-12-25,Beans,Meru,150.98
2016-04-27,Cabbage,Kisii,126.86
2017-07-24,Tea,Muranga,45.56
2021-04-14,Coffee,Kiambu,105.93
2015-06-05,Maize,Nakuru,81.17
2017-12-06,Wheat,Nairobi,137.83
2020-05-12,Cabbage,Uasin Gishu,81.26
2021-11-06,Wheat,Kericho,117.3
2021-02-26,Coffee,Nakuru,59.89
2019-08-11,Tomatoes,Embu,107.05
2015-05-04,Beans,Uasin Gishu,75.27
2020-08-10,Sorghum,Meru,59.79
2017-08-25,Tea,Nakuru,114.31
2017-05-04,Potatoes,Nandi,116.64
2016-10-01,Sugarcane,Nakuru,158.0
2021-02-16,Beans,Meru,120.29
2019-05-22,Sorghum,Nakuru,101.89
2022-01-07,Sugarcane,Kericho,149.51
2016-03-17,Cabbage,Nakuru,139.39
2020-04-28,Sugarcane,Nandi,105.85
2020-01-13,Maize,Kisii,101.36
2020-01-04,Beans,Meru,153.04
2020-12-30,Wheat,Nandi,114.06
2023-12-07,Tomatoes,Muranga,125.65
2016-06-16,Potatoes,Nakuru,50.4
2021-03-24,Wheat,Kiambu,126.2
2018-08-29,Sorghum,Nakuru,71.76
2017-08-06,Beans,Meru,53.86
2020-07-12,Tomatoes,Uasin Gishu,141.96
2016-04-04,Sugarcane,Nandi,122.94
2016-07-04,Beans,Kiambu,88.91
2016-01-28,Sugarcane,Muranga,91.77
2019-11-23,Cabbage,Embu,63.65
2017-04-24,Maize,Muranga,41.15
2023-12-23,Coffee,Nandi,81.92
2021-03-07,Beans,Uasin Gishu,57.81
2018-02-12,Sorghum,Nandi,90.61
2016-10-07,Sugarcane,Nairobi,140.06
2021-03-16,Wheat,Kiambu,53.77
2021-09-20,Cabbage,Uasin Gishu,51.01
2019-01-06,Sorghum,Kiambu,148.25
2018-10-09,Potatoes,Nandi,129.42
2023-01-14,Coffee,Kisii,46.37
2022-02-18,Cabbage,Kiambu,49.55
2022-02-10,Maize,Nairobi,122.19
2015-05-22,Coffee,Kericho,84.44
2022-04-13,Sugarcane,Uasin Gishu,126.9
2016-05-15,Sorghum,Nairobi,88.53
2017-04-19,Potatoes,Nairobi,156.13
2022-07-12,Tea,Embu,123.33
2019-08-10,Maize,Kisii,45.59
2019-04-15,Tomatoes,Nakuru,79.66
2020-08-08,Sugarcane,Kisii,107.63
2019-03-11,Tea,Meru,57.02
2016-08-18,Beans,Embu,40.3
2020-03-19,Potatoes,Nandi,49.52
2015-10-08,Wheat,Nandi,102.91
2016-02-28,Tomatoes,Muranga,115.87
2022-12-13,Sorghum,Nakuru,51.15
2015-09-27,Potatoes,Meru,119.82
2015-06-03,Coffee,Kiambu,114.05
2022-04-15,Cabbage,Kisii,152.79
2019-10-17,Coffee,Uasin Gishu,140.88
2016-10-23,Coffee,Nairobi,153.19
2020-05-21,Beans,Kiambu,155.93
2015-03-24,Maize,Muranga,92.9
2023-03-14,Wheat,Kisii,98.55
2023-01-25,Tomatoes,Uasin Gishu,73.79
2018-12-20,Maize,Muranga,101.01
2018-07-22,Potatoes,Nairobi,58.09
2021-05-20,Coffee,Embu,120.57
2017-09-06,Beans,Nakuru,42.99
2021-01-29,Potatoes,Embu,68.28
2023-08-01,Cabbage,Uasin Gishu,64.97
2023-08-11,Wheat,Embu,152.55
2022-09-11,Tomatoes,Uasin Gishu,57.39
2019-07-18,Cabbage,Meru,146.89
2018-10-30,Beans,Meru,54.92
2016-09-24,Wheat,Kericho,118.08
2019-03-12,Potatoes,Kericho,78.39
2017-02-25,Coffee,Embu,77.92
2023-03-10,Coffee,Nandi,159.79
2023-05-18,Sugarcane,Embu,67.13
2016-02-02,Coffee,Embu,64.31
2018-02-17,Tea,Nandi,110.72
2017-07-22,Coffee,Nakuru,128.89
2018-12-31,Tea,Kisii,157.9
2020-01-27,Sorghum,Nandi,124.17
2022-06-16,Tea,Uasin Gishu,107.42
2023-03-03,Wheat,Kisii,89.1
2021-11-17,Cabbage,Nairobi,111.41
2015-10-13,Wheat,Nakuru,112.1
2015-09-22,Cabbage,Nairobi,66.13
2021-06-25,Sugarcane,Kericho,120.55
2022-06-13,Sorghum,Kiambu,64.53
2022-11-07,Cabbage,Meru,98.79
2020-11-06,Cabbage,Nairobi,71.18
2019-08-05,Beans,Muranga,77.54
2018-05-11,Maize,Embu,113.67
2017-03-31,Maize,Uasin Gishu,47.74
2019-10-29,Beans,Nairobi,41.44
2023-05-07,Coffee,Nairobi,55.67
2021-07-09,Beans,Kiambu,60.24
2021-03-19,Cabbage,Kericho,63.74
2015-02-10,Cabbage,Embu,132.87
2019-09-28,Beans,Embu,93.62
2015-03-09,Beans,Kiambu,96.39
2017-09-14,Coffee,Nandi,117.32
2019-12-05,Wheat,Kiambu,127.49
2022-01-05,Sorghum,Muranga,40.42
2019-06-10,Potatoes,Kisii,142.81
2019-07-14,Cabbage,Muranga,158.61
2023-10-04,Sorghum,Kiambu,54.62
2018-07-02,Beans,Meru,118.13
2016-11-25,Coffee,Nandi,40.29
2023-06-15,Tea,Meru,45.88
2021-11-29,Coffee,Muranga,74.2
2017-12-21,Tomatoes,Embu,141.57
2023-01-07,Tomatoes,Muranga,118.3
2021-10-15,Sorghum,Nakuru,93.5
2019-08-21,Maize,Kericho,92.63
2021-05-04,Tomatoes,Uasin Gishu,95.93
2017-11-24,Tomatoes,Nakuru,77.32
2017-02-17,Wheat,Kiambu,145.33
2016-05-08,Tea,Nairobi,108.14
2019-05-05,Wheat,Meru,98.07
2019-02-01,Tea,Kisii,95.81
2019-11-26,Sugarcane,Nakuru,152.3
2016-10-22,Potatoes,Nandi,126.84
2018-09-10,Cabbage,Meru,57.38
2018-08-20,Tomatoes,Nakuru,92.44
2018-07-23,Cabbage,Embu,74.6
2020-06-09,Tomatoes,Uasin Gishu,158.42
2023-05-19,Wheat,Muranga,89.85
2020-08-06,Potatoes,Muranga,48.14
2023-12-17,Wheat,Nakuru,89.35
2020-04-12,Wheat,Kiambu,78.56
2018-09-09,Tea,Nandi,111.95
2017-11-24,Maize,Kiambu,67.13
2017-09-03,Coffee,Meru,44.32
2016-04-26,Sorghum,Kericho,51.51
2016-12-28,Cabbage,Uasin Gishu,73.98
2021-12-02,Sugarcane,Uasin Gishu,81.8
2023-08-03,Tomatoes,Muranga,140.13
2017-10-28,Wheat,Uasin Gishu,72.41
2015-12-09,Maize,Kiambu,43.78
2018-12-18,Wheat,Nandi,133.69
2021-07-07,Potatoes,Nandi,144.27
2021-10-21,Tea,Muranga,99.08
2021-01-30,Sugarcane,Nakuru,74.19
2022-02-19,Coffee,Nandi,132.66
2016-06-10,Potatoes,Kiambu,41.07
2020-03-11,Beans,Nairobi,150.88
2016-10-20,Sugarcane,Nakuru,143.86
2020-09-04,Wheat,Kericho,105.38
2017-03-30,Potatoes,Kisii,73.31
2022-04-06,Coffee,Embu,43.94
2016-02-10,Maize,Uasin Gishu,159.98
2021-03-29,Maize,Uasin Gishu,131.45
2022-01-24,Cabbage,Nairobi,80.65
2019-04-23,Coffee,Nakuru,42.31
2019-12-17,Maize,Muranga,116.72
2016-05-19,Potatoes,Kiambu,158.43
2015-06-28,Cabbage,Nairobi,124.85
2015-05-12,Maize,Embu,50.05
2020-01-21,Sugarcane,Nandi,88.27
2019-01-18,Tea,Muranga,53.1
2021-07-23,Beans,Kisii,149.46
2022-01-31,Coffee,Muranga,79.65
2017-02-10,Potatoes,Nairobi,128.01
2018-11-30,Tomatoes,Kericho,50.16
2020-10-24,Wheat,Nairobi,55.41
2016-08-01,Potatoes,Nairobi,121.54
2022-12-11,Maize,Nairobi,141.22
2019-02-24,Potatoes,Muranga,64.17
2015-07-13,Tomatoes,Nairobi,90.2
2020-06-30,Wheat,Nakuru,114.33
2018-03-31,Cabbage,Muranga,135.55
2021-07-22,Maize,Nandi,115.38
2023-03-18,Sorghum,Nakuru,51.45
2018-10-16,Maize,Embu,105.14
2019-11-28,Beans,Nandi,146.15
2018-01-15,Sorghum,Kisii,144.16
2021-03-11,Beans,Uasin Gishu,110.2
2020-04-20,Tomatoes,Muranga,159.48
2022-03-05,Coffee,Uasin Gishu,52.61
2017-02-18,Wheat,Muranga,97.43
2015-09-19,Tea,Nandi,133.01
2016-12-30,Cabbage,Kisii,56.92
2015-10-10,Tea,Kiambu,156.73
2019-01-30,Sugarcane,Kiambu,82.49
2015-12-28,Sugarcane,Nakuru,82.02
2016-03-16,Tomatoes,Nairobi,65.58
2020-11-10,Coffee,Nairobi,74.56
2019-07-03,Sugarcane,Kiambu,109.31
2022-09-01,Maize,Nandi,91.52
2017-05-16,Potatoes,Kisii,63.21
2018-12-18,Beans,Nakuru,137.1
2015-05-22,Sugarcane,Nandi,47.47
2018-08-07,Tomatoes,Nairobi,140.16
2018-12-26,Beans,Nakuru,72.99
2022-08-28,Maize,Uasin Gishu,99.51
2020-02-19,Coffee,Meru,85.73
2020-01-22,Wheat,Embu,108.47
2019-09-09,Tea,Nakuru,135.52
2022-05-24,Maize,Nairobi,158.72
2016-12-01,Cabbage,Nandi,76.73
2017-09-24,Sorghum,Uasin Gishu,106.46
2020-09-27,Tomatoes,Embu,95.92
2018-08-18,Tea,Embu,159.87
2017-05-30,Cabbage,Nakuru,137.07
2018-04-28,Wheat,Embu,87.65
2018-03-05,Cabbage,Uasin Gishu,97.23
2016-07-08,Coffee,Kisii,69.51
2016-02-08,Sorghum,Nandi,130.63
2017-06-10,Beans,Nakuru,141.43
2022-12-22,Tea,Embu,155.8
2016-08-24,Sorghum,Kisii,107.9
2020-01-05,Potatoes,Nandi,120.48
2015-12-07,Maize,Muranga,93.53
2020-05-22,Potatoes,Kisii,113.1
2016-12-04,Maize,Muranga,81.85
2015-11-14,Coffee,Muranga,128.52
2022-04-19,Sorghum,Kisii,42.72
2018-10-18,Wheat,Embu,43.41
2021-08-26,Sugarcane,Muranga,125.93
2021-03-30,Cabbage,Embu,151.68
2019-12-06,Sugarcane,Embu,115.87
2018-09-29,Sorghum,Nandi,127.18
2019-04-22,Potatoes,Kericho,138.87
2017-03-27,Sugarcane,Uasin Gishu,83.4
2016-07-06,Tomatoes,Embu,52.97
2017-05-05,Sugarcane,Nandi,151.97
2019-12-18,Maize,Meru,152.63
2022-11-06,Tomatoes,Muranga,93.02
2015-07-02,Tea,Nakuru,66.06
2023-07-10,Sugarcane,Embu,147.08
2019-04-24,Tomatoes,Kisii,125.01
2016-02-01,Sorghum,Muranga,40.99
2019-09-24,Cabbage,Muranga,52.93
2022-09-27,Tea,Meru,157.98
2019-02-26,Wheat,Nakuru,44.58
2017-06-25,Wheat,Nandi,73.91
2018-09-18,Coffee,Meru,105.82
2020-12-14,Sugarcane,Uasin Gishu,62.12
2015-01-01,Cabbage,Muranga,67.85
2023-11-14,Beans,Embu,82.36
2015-01-19,Tomatoes,Embu,72.35
2016-08-06,Tea,Meru,136.4
2016-03-31,Sorghum,Uasin Gishu,100.03
2023-03-24,Sugarcane,Kiambu,73.43
2020-07-29,Sorghum,Nairobi,77.57
2018-02-06,Beans,Kisii,44.78
2021-10-28,Coffee,Kisii,45.93
2020-05-06,Beans,Kiambu,126.15
2022-04-03,Maize,Muranga,53.55
2020-11-20,Potatoes,Nandi,97.1
2017-09-14,Tea,Nakuru,141.08
2016-06-03,Potatoes,Kiambu,84.21
2023-10-30,Beans,Uasin Gishu,81.49
2017-05-08,Coffee,Embu,144.77
2015-06-23,Coffee,Nairobi,143.78
2018-09-28,Wheat,Muranga,145.62
2023-05-11,Sugarcane,Nairobi,108.63
2021-10-14,Wheat,Nakuru,154.28
2016-12-27,Tea,Embu,138.28
2019-09-07,Tea,Uasin Gishu,89.88
2020-02-19,Tea,Kisii,115.55
2022-12-07,Sorghum,Nakuru,54.61
2019-08-09,Wheat,Kiambu,106.16
2018-09-09,Sorghum,Kisii,71.58
2017-09-16,Potatoes,Kisii,74.03
2022-05-10,Sugarcane,Uasin Gishu,55.09
2016-02-24,Beans,Kiambu,82.98
2016-08-16,Tomatoes,Meru,97.77
2021-12-07,Wheat,Nakuru,112.04
2019-11-10,Tomatoes,Nandi,76.58
2021-09-25,Coffee,Kericho,135.07
2017-07-24,Wheat,Embu,102.52
2018-01-12,Potatoes,Uasin Gishu,116.57
2018-02-10,Wheat,Embu,73.38
2015-11-28,Sorghum,Nakuru,137.7
2022-05-26,Sugarcane,Kiambu,114.91
2020-09-19,Beans,Nandi,143.48
2019-11-29,Cabbage,Kericho,59.19
2017-08-16,Beans,Nairobi,85.68
2015-04-15,Beans,Nandi,53.56
2015-07-21,Coffee,Uasin Gishu,65.86
2021-11-02,Potatoes,Embu,87.35
2020-01-17,Tomatoes,Nandi,147.35
2020-02-10,Potatoes,Muranga,106.84
2020-06-19,Cabbage,Kiambu,79.65
2018-07-13,Coffee,Kiambu,129.63
2017-06-28,Sugarcane,Muranga,42.36
2015-07-29,Beans,Kisii,84.41
2016-07-16,Sorghum,Kisii,112.1
2023-09-25,Coffee,Nakuru,109.99
2022-07-23,Tea,Meru,112.91
2019-04-13,Wheat,Nairobi,65.38
2017-02-09,Potatoes,Muranga,80.45
2023-08-22,Coffee,Nakuru,151.79
2021-11-06,Tea,Embu,156.88
2022-06-07,Tomatoes,Muranga,77.44
2016-09-20,Cabbage,Meru,117.34
2019-06-17,Cabbage,Muranga,68.96
2019-08-29,Beans,Meru,84.22
2016-01-22,Beans,Meru,135.08
2020-04-19,Coffee,Meru,100.14
2021-06-01,Coffee,Kiambu,141.95
2021-04-24,Sugarcane,Nandi,115.45
2018-01-09,Wheat,Kiambu,115.47
2015-09-25,Maize,Nakuru,44.07
2021-10-02,Tomatoes,Kiambu,129.96
2021-04-01,Beans,Kiambu,157.34
2020-01-31,Maize,Embu,96.76
2020-06-21,Maize,Muranga,59.03
2023-04-22,Wheat,Kiambu,157.24
2018-10-12,Sorghum,Kericho,74.82
2018-05-21,Sorghum,Meru,89.1
2016-07-27,Beans,Muranga,49.28
2015-02-18,Tea,Kisii,53.3
2018-02-24,Wheat,Embu,65.99
2015-08-11,Wheat,Nandi,105.82
2023-02-16,Potatoes,Embu,106.93
2018-12-02,Maize,Meru,112.75
2019-03-09,Potatoes,Muranga,110.06
2019-12-25,Maize,Nandi,99.43
2021-05-13,Sorghum,Nairobi,136.25
2019-01-01,Beans,Uasin Gishu,152.07
2018-02-04,Tomatoes,Embu,72.37
2019-08-09,Sorghum,Nandi,55.62
2021-10-03,Wheat,Nakuru,91.01
